hh_index	plot_index	pinst	plot_id	plot_name	plot_area_a	plot_area_u	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p_id	p_uuid	p_submission_time	p_index	p_parent_table_name	p_parent_index	p_tags	p_notes	p_version	p_duration	p_submitted_by
411.0	1623.0	1	1	"Bondeni"	4.0	1	0.0	1		3		1		"2005-01-01"	0				0		0					1623	"APS_tz17_hh"	411					
411.0	1624.0	2	2	"Rented in"	1.0	1	1.0	1		3		4		"2016-01-01"	0				0		0					1624	"APS_tz17_hh"	411					
412.0	1625.0	1	1	"\"Maize, Pigeonpea and sunflower  Qurangaida farm\""	1.0	1	0.0	1		2		1		"2015-01-01"	0				0		0					1625	"APS_tz17_hh"	412					
413.0	1626.0	1	1	"Focal plot"	5.0	1	1.0	1		3		1		"1990-01-01"	0				0		0					1626	"APS_tz17_hh"	413					
413.0	1627.0	2	2	"Ampa"	2.5	1	2.0	1		3		1		"1984-01-01"	0				0		0					1627	"APS_tz17_hh"	413					
413.0	1628.0	3	3	"Rented in"	1.0	1	4.0	1		3		4		"2016-01-01"	0				0		0					1628	"APS_tz17_hh"	413					
414.0	1629.0	1	1	"Bondeni"	1.5	1	0.5	1		3		1		"2012-01-01"	0				0		0					1629	"APS_tz17_hh"	414					
414.0	1630.0	2	2	"Nyumbani"	1.5	1	0.0	1		3		1		"2016-01-01"	0				0		0					1630	"APS_tz17_hh"	414					
414.0	1631.0	3	3	"Rhotia"	1.0	1	1.0	1		3		1		"2016-01-01"	0				0		0					1631	"APS_tz17_hh"	414					
415.0	1632.0	1	1	"Bondeni"	1.0	1	0.5	5		3		1		"2016-01-01"	0				0		0					1632	"APS_tz17_hh"	415					
415.0	1633.0	2	2	"Nyumbani"	0.5	1	0.0	5		5		1		"2016-01-01"	0				0		0					1633	"APS_tz17_hh"	415					
415.0	1634.0	3	3	"Mlimani"	0.5	1	0.0	4		4		4		"2016-01-01"	0				0		0					1634	"APS_tz17_hh"	415					
416.0	1635.0	1	1	"Bondeni"	1.0	1	1.0	1		1		1		"2011-01-01"	0				1	"2016-01-01"	0					1635	"APS_tz17_hh"	416					
416.0	1636.0	2	2	"Mtoni"	1.0	1	0.5	1		3		1		"2012-01-01"	0				0		0					1636	"APS_tz17_hh"	416					
417.0	1637.0	1	1	"Bondeni"	1.5	1	0.0	1		3		1		"2011-01-01"	0				0		0					1637	"APS_tz17_hh"	417					
418.0	1638.0	1	1	"Nyumbani1"	1.5	1	4.0	1		2		1		"2003-01-01"	0				0		0					1638	"APS_tz17_hh"	418					
418.0	1639.0	2	2	"Nyumbani2"	2.0	1	4.0	1		2		1		"2003-01-01"	0				0		0					1639	"APS_tz17_hh"	418					
418.0	1640.0	3	3	"Bustani"	1.0	1	0.0	1		2		1		"2003-01-01"	0				0		0					1640	"APS_tz17_hh"	418					
418.0	1641.0	4	4	"Nyumbani3"	5.0	1	4.0	5		2		1		"2003-01-01"	0				0		0					1641	"APS_tz17_hh"	418					
419.0	1642.0	1	1	"Sepeko"	7.0	1	0.5	1		2		1		"1996-01-01"	0				0		0					1642	"APS_tz17_hh"	419					
419.0	1643.0	2	2	"Shuleni"	1.5	1	5.0	1		2		1		"1996-01-01"	0				0		0					1643	"APS_tz17_hh"	419					
420.0	1644.0	1	1	"Maize and dolichos lablab"	3.0	1	0.2	1		2		1		"1984-01-01"	0				0		0					1644	"APS_tz17_hh"	420					
420.0	1645.0	2	2	"Maize and dolichos lablab"	1.0	1	0.2	1		2		1		"1984-01-01"	0				0		0					1645	"APS_tz17_hh"	420					
420.0	1646.0	3	3	"Maize  and dolichos lablab"	1.0	1	0.0	1		2		1		"1984-01-01"	0				0		0					1646	"APS_tz17_hh"	420					
421.0	1647.0	1	1	"Focal plot"	1.0	1	0.0	1		3		1		"2007-01-01"	0				0		0					1647	"APS_tz17_hh"	421					
421.0	1648.0	2	2	"Maize intercropped"	3.0	1	1.0	1		3		1		"2007-01-01"	0				0		0					1648	"APS_tz17_hh"	421					
422.0	1649.0	1	1	"Focal"	1.0	1	0.5	1		2		1		"2002-01-01"	0				0		0					1649	"APS_tz17_hh"	422					
422.0	1650.0	2	2	"Fallow 1"	1.25	1	0.5	2		2		1		"2002-01-01"	0				0		0					1650	"APS_tz17_hh"	422					
423.0	1651.0	1	1	"Mchongoma"	1.0	1	1.0	1		3		1		"2016-01-01"	0				0		0					1651	"APS_tz17_hh"	423					
423.0	1652.0	2	2	"Bondeni"	2.0	1	1.0	1		3		1		"2015-01-01"	0				0		0					1652	"APS_tz17_hh"	423					
423.0	1653.0	3	3	"Bondeni"	1.5	1	1.0	1		3		1		"2015-01-01"	0				0		0					1653	"APS_tz17_hh"	423					
424.0	1654.0	1	1	"Juu"	2.5	1	0.5	1		3		1		"2014-01-01"	0				0		0					1654	"APS_tz17_hh"	424					
424.0	1655.0	2	2	"Bondeni"	2.5	1	0.5	1		3		1		"2014-01-01"	0				0		0					1655	"APS_tz17_hh"	424					
425.0	1656.0	1	1	"Mlimani"	2.0	1	15.0	1		3		1		"2015-01-01"	0				0		0					1656	"APS_tz17_hh"	425					
425.0	1657.0	2	2	"Juu"	2.5	1	30.0	4		3		1		"2015-01-01"	0				0		0					1657	"APS_tz17_hh"	425					
426.0	1658.0	1	1	"Olodokaria"	2.5	1	0.5	1		2		1		"2003-01-01"	0				0		0					1658	"APS_tz17_hh"	426					
426.0	1659.0	2	2	"Olodokaria"	2.5	1	0.5	1		2		1		"2003-01-01"	0				0		0					1659	"APS_tz17_hh"	426					
426.0	1660.0	3	3	"Olodokaria"	8.0	1	0.5	2		2		1		"2003-01-01"	0				0		0					1660	"APS_tz17_hh"	426					
427.0	1661.0	1	1	"Olodokaria"	2.5	1	0.5	1		2		1		"2014-01-01"	0				0		0					1661	"APS_tz17_hh"	427					
427.0	1662.0	2	2	"Olodokaria"	2.5	1	0.5	1		2		1		"2014-01-01"	0				0		0					1662	"APS_tz17_hh"	427					
427.0	1663.0	3	3	"Olodokaria"	16.0	1	0.5	2		2		1		"2014-01-01"	0				0		0					1663	"APS_tz17_hh"	427					
428.0	1664.0	1	1	"Olodolokavia"	2.5	1	0.0	1		3		1		"2004-01-01"	0				0		0					1664	"APS_tz17_hh"	428					
428.0	1665.0	2	2	"Olodolokivia"	2.5	1	0.0	1		3		1		"2004-01-01"	0				0		0					1665	"APS_tz17_hh"	428					
429.0	1666.0	1	1	"Alkaria"	2.5	1	1.0	1		3		1		"2014-01-01"	0				0		0					1666	"APS_tz17_hh"	429					
430.0	1667.0	1	1	"Maize and beans"	4.0	1	0.0	1		2		1		"2014-01-01"	0				0		0					1667	"APS_tz17_hh"	430					
431.0	1668.0	1	1	"Maize beans and lablab"	1.0	1	0.0	1		2		1		"2008-01-01"	0				0		0					1668	"APS_tz17_hh"	431					
432.0	1669.0	1	1	"Bondeni"	1.0	1	1.5	1		3		1		"1975-01-01"	0				0		0					1669	"APS_tz17_hh"	432					
433.0	1670.0	1	1	"Mlimani"	1.0	1	0.0	1		3		1		"2011-01-01"	0				0		0					1670	"APS_tz17_hh"	433					
434.0	1671.0	1	1	"Nyumbani A"	1.0	1	0.0	1		3		1		"2011-01-01"	0				0		0					1671	"APS_tz17_hh"	434					
434.0	1672.0	2	2	"Kitivo"	0.75	1	1.0	1		3		1		"2014-01-01"	0				0		0					1672	"APS_tz17_hh"	434					
434.0	1673.0	3	3	"Nyumbani B"	0.72	1	0.0	1		3		1		"2005-01-01"	0				0		0					1673	"APS_tz17_hh"	434					
435.0	1674.0	1	1	"Nyumbani"	0.75	1	0.0	1		3		1		"2001-01-01"	0				0		0					1674	"APS_tz17_hh"	435					
436.0	1675.0	1	1	"\"Maize, Naliboto farm\""	0.75	1	0.3	1		2		1		"2005-01-01"	0				0		0					1675	"APS_tz17_hh"	436					
436.0	1676.0	2	2	"\"Maize, Kaili farm\""	1.0	1	2.0	1		2		1		"2005-01-01"	0				0		0					1676	"APS_tz17_hh"	436					
436.0	1677.0	3	3	"\"Maize, Ijingu farm\""	2.0	1	3.0	1		2		1		"2005-01-01"	0				0		0					1677	"APS_tz17_hh"	436					
436.0	1678.0	4	4	"\"Fallow, Mnyali farm\""	0.75	1	1.0	2		2		1		"2005-01-01"	0				0		0					1678	"APS_tz17_hh"	436					
437.0	1679.0	1	1	"\"Follow, Naliboto farm\""	0.25	1	0.3	2		2		1		"1984-01-01"	0				0		0					1679	"APS_tz17_hh"	437					
437.0	1680.0	2	2	"\"Maize, Mayowe farm\""	2.0	1	1.0	1		2		1		"1984-01-01"	0				0		0					1680	"APS_tz17_hh"	437					
437.0	1681.0	3	3	"\"Maize, Naliboto farm\""	0.5	1	1.0	1		2		1		"1984-01-01"	0				0		0					1681	"APS_tz17_hh"	437					
438.0	1682.0	1	1	"\"Maize and Cowpeas, Mayawe farm\""	0.75	1	0.0	1		2		6		"2015-01-01"	0				0		0					1682	"APS_tz17_hh"	438					
438.0	1683.0	2	2	"\"Maize and Cowpeas, Mayawe  farm\""	0.5	1	0.0	1		2		2		"2010-01-01"	0	3			0		0					1683	"APS_tz17_hh"	438					
438.0	1684.0	3	3	"Maize and Beans Kichwa ngombe farm"	3.0	1	4.0	1		2		1		"1992-01-01"	0				0		0					1684	"APS_tz17_hh"	438					
438.0	1685.0	4	4	"\"Fallow, Kaili farm\""	2.0	1	2.0	2		2		1		"1970-01-01"	0				0		0					1685	"APS_tz17_hh"	438					
439.0	1686.0	1	1	"Groundnut"	0.25	1	0.25	1		1		1		"2010-01-01"	0				0		0					1686	"APS_tz17_hh"	439					
439.0	1687.0	2	2	"Maize"	0.25	1	0.5	1		1		1		"2010-01-01"	0				0		0					1687	"APS_tz17_hh"	439					
439.0	1688.0	3	3	"Maize-Boma"	0.5	1	1.0	1		1		1		"2011-01-01"	0				0		0					1688	"APS_tz17_hh"	439					
439.0	1689.0	4	4	"MTEMA"	0.75	1	1.0	1		1		1		"2010-01-01"	1			"2010-01-01"	1	"2010-01-01"	0					1689	"APS_tz17_hh"	439					
440.0	1690.0	1	1	"Home"	0.5	1	0.0	1		2		1		"2001-01-01"	0				0		0					1690	"APS_tz17_hh"	440					
440.0	1691.0	2	2	"Bondeni"	0.75	1	1.0	1		2		1		"2003-01-01"	0				0		0					1691	"APS_tz17_hh"	440					
441.0	1692.0	1	1	"Mayawe"	0.5	1	0.0	1		2		1		"1970-01-01"	0				0		0					1692	"APS_tz17_hh"	441					
441.0	1693.0	2	2	"Mayawe"	0.5	1	0.0	1		2		1		"1970-01-01"	0				0		0					1693	"APS_tz17_hh"	441					
441.0	1694.0	3	3	"Mayawe"	2.0	1	0.0	1		2		1		"1970-01-01"	0				0		0					1694	"APS_tz17_hh"	441					
442.0	1695.0	1	1	"Nyumbani"	0.5	1	0.0	1		2		1		"1975-01-01"	0				0		0					1695	"APS_tz17_hh"	442					
442.0	1696.0	2	2	"Chanjale"	1.0	1	1.0	1		2		6		"2014-01-01"	0				0		0					1696	"APS_tz17_hh"	442					
443.0	1697.0	1	1	"Alkaria"	2.0	1	2.0	1		2		1		"1995-01-01"	0				0		0					1697	"APS_tz17_hh"	443					
443.0	1698.0	2	2	"Alkaria"	1.5	1	2.0	1		2		1		"1995-01-01"	0				0		0					1698	"APS_tz17_hh"	443					
443.0	1699.0	3	3	"Home"	40.0	1	0.0	2		2		1		"1995-01-01"	0				0		0					1699	"APS_tz17_hh"	443					
444.0	1700.0	1	1	"Ngusero"	2.0	1	1.0	1		2		1		"1997-01-01"	0				0		0					1700	"APS_tz17_hh"	444					
444.0	1701.0	2	2	"Ng'ambo"	2.0	1	3.0	1		2		1		"1997-01-01"	0				0		0					1701	"APS_tz17_hh"	444					
444.0	1702.0	3	3	"Nanja"	4.0	1	1.5	2		2		1		"1997-01-01"	0				0		0					1702	"APS_tz17_hh"	444					
445.0	1703.0	1	1	"Maize"	2.5	1	0.5	1		2		1		"2013-01-01"	0				0		0					1703	"APS_tz17_hh"	445					
445.0	1704.0	2	2	"Fallow"	2.5	1	0.5	2		2		1		"2013-01-01"	0				0		0					1704	"APS_tz17_hh"	445					
446.0	1705.0	1	1	"Home"	1.0	1	0.0	1		2		1		"2004-01-01"	0				0		0					1705	"APS_tz17_hh"	446					
446.0	1706.0	2	2	"Zinga"	0.5	1	0.5	1		2		1		"2009-01-01"	0				0		0					1706	"APS_tz17_hh"	446					
446.0	1707.0	3	3	"Zinga"	0.25	1	0.75	1		2		1		"2009-01-01"	0				0		0					1707	"APS_tz17_hh"	446					
447.0	1708.0	1	1	"Focal"	2.5	1	0.5	1		2		1		"2004-01-01"	0				0		0					1708	"APS_tz17_hh"	447					
447.0	1709.0	2	2	"2"	2.5	1	0.5	1		2		1		"2004-01-01"	0				0		0					1709	"APS_tz17_hh"	447					
448.0	1710.0	1	1	"Home"	1.0	1	0.0	1		2		1		"1990-01-01"	0				0		0					1710	"APS_tz17_hh"	448					
448.0	1711.0	2	2	"Home"	2.0	1	0.0	2		2		1		"1990-01-01"	0				0		0					1711	"APS_tz17_hh"	448					
448.0	1712.0	3	3	"Home"	0.5	1	0.0	1		2		1		"2003-01-01"	0				0		0					1712	"APS_tz17_hh"	448					
448.0	1713.0	4	4	"Merera"	4.0	1	4.0	1		2		1		"1991-01-01"	0				0		0					1713	"APS_tz17_hh"	448					
449.0	1714.0	1	1	"Focal"	0.5	1	1.0	2		2		3		"2012-01-01"	1	3		"2012-01-01"	0		0					1714	"APS_tz17_hh"	449					
449.0	1715.0	2	2	"Two"	0.25	1	1.25	1		2		1		"1995-01-01"	0				0		0					1715	"APS_tz17_hh"	449					
449.0	1716.0	3	3	"Fallow"	1.0	1	0.5	2		2		3		"2012-01-01"	1	3		"2012-01-01"	0		0					1716	"APS_tz17_hh"	449					
449.0	1717.0	4	4	"Four"	1.0	1	1.0	1		2		4		"2010-01-01"	0				0		0					1717	"APS_tz17_hh"	449					
449.0	1718.0	5	5	"Five"	1.5	1	1.0	1		2		4		"2013-01-01"	0				0		0					1718	"APS_tz17_hh"	449					
449.0	1719.0	6	6	"Six"	0.5	1	0.0	1		2		1		"1990-01-01"	0				0		0					1719	"APS_tz17_hh"	449					
450.0	1720.0	1	1	"Bondeni"	0.75	1	0.0	1		2		1		"1980-01-01"	0				0		0					1720	"APS_tz17_hh"	450					
450.0	1721.0	2	2	"Home"	1.0	1	0.0	1		2		1		"1980-01-01"	0				0		0					1721	"APS_tz17_hh"	450					
450.0	1722.0	3	3	"Home"	0.75	1	0.5	1		2		1		"1980-01-01"	0				0		0					1722	"APS_tz17_hh"	450					
451.0	1723.0	1	1	"Focal"	1.5	1	0.4	1		2		1		"2010-01-01"	0				0		0					1723	"APS_tz17_hh"	451					
451.0	1724.0	2	2	"Miali"	0.5	1	1.0	1		2		1		"1990-01-01"	0				0		0					1724	"APS_tz17_hh"	451					
451.0	1725.0	3	3	"Lembeli"	1.0	1	4.0	2		2		1		"1990-01-01"	0				0		0					1725	"APS_tz17_hh"	451					
451.0	1726.0	4	4	"Home"	1.0	1	0.0	1		2		1		"1986-01-01"	0				0		0					1726	"APS_tz17_hh"	451					
452.0	1727.0	1	1	"Focal plot"	1.3	1	0.0	1		3		1		"2004-01-01"	0				0		0					1727	"APS_tz17_hh"	452					
452.0	1728.0	2	2	"Kwa mwandeti"	4.0	1	1.0	1		3		1		"2003-01-01"	0				0		0					1728	"APS_tz17_hh"	452					
452.0	1729.0	3	3	"Grazing land"	2.0	1	0.0	3		3		1		"2004-01-01"	0				0		0					1729	"APS_tz17_hh"	452					
453.0	1730.0	1	1	"Maize Lablab"	3.0	1	0.5	1		3		1		"2013-01-01"	0				0		0					1730	"APS_tz17_hh"	453					
453.0	1731.0	2	2	"Grazing land"	1.0	1	0.0	3		3		1		"2013-01-01"	0				0		0					1731	"APS_tz17_hh"	453					
454.0	1732.0	1	1	"Maize cow pea"	0.25	1	0.0	1		3		1		"1998-01-01"	0				0		0					1732	"APS_tz17_hh"	454					
454.0	1733.0	2	2	"Maize"	0.75	1	0.25	1		3		1		"2000-01-01"	0				0		0					1733	"APS_tz17_hh"	454					
454.0	1734.0	3	3	"Fallow"	0.5	1	2.0	2		2		1		"1988-01-01"	0				0		0					1734	"APS_tz17_hh"	454					
455.0	1735.0	1	1	"Focal plot"	0.75	1	0.0	1		3		1		"2008-01-01"	0				0		0					1735	"APS_tz17_hh"	455					
455.0	1736.0	2	2	"Rented in 1"	0.25	1	0.5	1		3		1		"2015-01-01"	0				0		0					1736	"APS_tz17_hh"	455					
455.0	1737.0	3	3	"Rented in 2"	0.25	1	0.5	1		3		1		"2015-01-01"	0				0		0					1737	"APS_tz17_hh"	455					
456.0	1738.0	1	1	"\"Maize, Buguru farm.\""	0.5	1	0.2	1		2		6		"2015-01-01"	0				0		0					1738	"APS_tz17_hh"	456					
456.0	1739.0	2	2	"\"Maize, Buguru  farm.\""	0.75	1	0.0	1		2		2		"1997-01-01"	0	3			0		0					1739	"APS_tz17_hh"	456					
456.0	1740.0	3	3	"\"Fallow, Buguru  farm\""	0.5	1	0.0	2		2		2		"1997-01-01"	0	3			0		0					1740	"APS_tz17_hh"	456					
457.0	1741.0	1	1	"Ngambo"	1.5	1	0.0	1		3		1		"1977-01-01"	0				0		0					1741	"APS_tz17_hh"	457					
457.0	1742.0	2	2	"Home"	1.5	1	0.0	1		3		1		"1977-01-01"	0				0		0					1742	"APS_tz17_hh"	457					
458.0	1743.0	1	1	"Bokwa"	0.75	1	1.5	2		2		1		"2012-01-01"	0				0		0					1743	"APS_tz17_hh"	458					
458.0	1744.0	2	2	"Home"	0.5	1	0.0	2		2		1		"2005-01-01"	0				0		0					1744	"APS_tz17_hh"	458					
458.0	1745.0	3	3	"Kwakoa"	1.0	1	15.0	2		2		1		"2014-01-01"	0				0		0					1745	"APS_tz17_hh"	458					
459.0	1746.0	1	1	"Jirani Magereza"	1.25	1	1.0	1		2		1		"1970-01-01"	0				0		0					1746	"APS_tz17_hh"	459					
459.0	1747.0	2	2	"Kwayane"	0.5	1	1.0	1		2		1		"1991-01-01"	0				0		0					1747	"APS_tz17_hh"	459					
459.0	1748.0	3	3	"Nyumbani"	1.0	1	0.0	2		2		1		"1970-01-01"	0				0		0					1748	"APS_tz17_hh"	459					
460.0	1749.0	1	1	"Focal"	0.25	1	0.3	1		2		6		"2006-01-01"	0				0		0					1749	"APS_tz17_hh"	460					
460.0	1750.0	2	2	"Home"	0.5	1	0.0	1		2		3		"1987-01-01"	1	3		"1987-01-01"	0		0					1750	"APS_tz17_hh"	460					
460.0	1751.0	3	3	"Sanya juu"	2.0	1	80.0	1		2		1		"1990-01-01"	0				0		0					1751	"APS_tz17_hh"	460					
461.0	1752.0	1	1	"Focal plot"	0.75	1	0.25	1		3		6		"2015-01-01"	0				0		0					1752	"APS_tz17_hh"	461					
461.0	1753.0	2	2	"Majinvini"	1.0	1	0.5	1		3		1		"2000-01-01"	0				0		0					1753	"APS_tz17_hh"	461					
461.0	1754.0	3	3	"Kiterini"	2.0	1	25.0	1		3		1		"1985-01-01"	0				0		0					1754	"APS_tz17_hh"	461					
461.0	1755.0	4	4	"Kiterini"	2.0	1	25.0	4		4		1		"2007-01-01"	0				0		0					1755	"APS_tz17_hh"	461					
461.0	1756.0	5	5	"Kahe"	0.75	1	30.0	4		4		1		"2007-01-01"	0				1	"1971-01-01"	0					1756	"APS_tz17_hh"	461					
462.0	1757.0	1	1	"Majighwani"	1.0	1	1.0	1		3		1		"1987-01-01"	0				0		0					1757	"APS_tz17_hh"	462					
462.0	1758.0	2	2	"Nyumbani"	0.5	1	0.0	1		3		1		"2013-01-01"	0				0		0					1758	"APS_tz17_hh"	462					
462.0	1759.0	3	3	"Rulyee"	1.5	1	3.0	2		2		1		"2014-01-01"	0				0		0					1759	"APS_tz17_hh"	462					
463.0	1760.0	1	1	"Minazini"	1.0	1	1.0	1		3		1		"2015-01-01"	0				0		0					1760	"APS_tz17_hh"	463					
463.0	1761.0	2	2	"Barabarani"	0.5	1	1.0	1		3		1		"2016-01-01"	0				0		0					1761	"APS_tz17_hh"	463					
463.0	1762.0	3	3	"Rulyee"	2.0	1	4.0	2		2		1		"1985-01-01"	0				0		0					1762	"APS_tz17_hh"	463					
464.0	1763.0	1	1	"Nyumbani"	0.75	1	0.0	1		1		1		"1968-01-01"	0				0		0					1763	"APS_tz17_hh"	464					
464.0	1764.0	2	2	"Kiwanda"	1.0	1	3.0	1		1		1		"1990-01-01"	0				0		0					1764	"APS_tz17_hh"	464					
465.0	1765.0	1	1	"Nyumbani A"	0.25	1	0.0	1		1		1		"1987-01-01"	0				0		0					1765	"APS_tz17_hh"	465					
465.0	1766.0	2	2	"Nyumbani B"	0.75	1	0.0	1		1		1		"1987-01-01"	0				0		0					1766	"APS_tz17_hh"	465					
466.0	1767.0	1	1	"Nyumbani"	0.5	1	0.5	1		1		1		"1920-01-01"	0				0		0					1767	"APS_tz17_hh"	466					
466.0	1768.0	2	2	"Nyumbani"	0.75	1	0.0	1		1		1		"1920-01-01"	0				0		0					1768	"APS_tz17_hh"	466					
466.0	1769.0	3	3	"Masekina"	1.0	1	5.0	2		1		1		"1920-01-01"	0				0		0					1769	"APS_tz17_hh"	466					
466.0	1770.0	4	4	"Marangu"	0.5	1	5.0	2		1		1		"1920-01-01"	0				0		0					1770	"APS_tz17_hh"	466					
467.0	1771.0	1	1	"Nyumbani"	0.5	1	0.0	1		1		1		"1946-01-01"	0				0		0					1771	"APS_tz17_hh"	467					
467.0	1772.0	2	2	"Nyumbani"	1.5	1	0.0	1		1		1		"1946-01-01"	0				0		0					1772	"APS_tz17_hh"	467					
467.0	1773.0	3	3	"Kamaina"	0.25	1	6.0	2		1		1		"1939-12-31"	0				0		0					1773	"APS_tz17_hh"	467					
468.0	1774.0	1	1	"Home"	1.0	1	0.0	1		1		1		"1973-01-01"	0				0		0					1774	"APS_tz17_hh"	468					
468.0	1775.0	2	2	"Chini"	0.5	1	1.0	2		2		1		"1978-01-01"	0				0		0					1775	"APS_tz17_hh"	468					
468.0	1776.0	3	3	"Chini"	0.5	1	1.0	1		1		1		"1990-01-01"	0				0		0					1776	"APS_tz17_hh"	468					
469.0	1777.0	1	1	"Home"	1.75	1	0.0	1		1		1		"1978-01-01"	0				0		0					1777	"APS_tz17_hh"	469					
469.0	1778.0	2	2	"Leto"	0.5	1	4.0	1		1		1		"1987-01-01"	0				0		0					1778	"APS_tz17_hh"	469					
469.0	1779.0	3	3	"Jirani"	0.5	1	1.0	1		1		1		"2010-01-01"	0				0		0					1779	"APS_tz17_hh"	469					
470.0	1780.0	1	1	"Focal"	1.0	1	0.0	1		1		1		"1990-01-01"	0				0		0					1780	"APS_tz17_hh"	470					
471.0	1781.0	1	1	"Focal"	1.0	1	0.2	1		1		3		"1996-01-01"	1	3		"1996-01-01"	0		0					1781	"APS_tz17_hh"	471					
471.0	1782.0	2	2	"Home "	1.5	1	0.0	1		1		3		"1984-01-01"	1	3		"1984-01-01"	0		0					1782	"APS_tz17_hh"	471					
471.0	1783.0	3	3	"Rented 1"	1.0	1	0.2	1		1		4		"2015-01-01"	0				0		0					1783	"APS_tz17_hh"	471					
471.0	1784.0	4	4	"Rented 2"	1.0	1	0.3	1		1		4		"2000-01-01"	0				0		0					1784	"APS_tz17_hh"	471					
472.0	1785.0	1	1	"Focal plot"	1.5	1	0.0	1		1		1		"1990-01-01"	0				0		0					1785	"APS_tz17_hh"	472					
472.0	1786.0	2	2	"Banana"	0.125	1	0.0	6		6		1		"1990-01-01"	0				0		0					1786	"APS_tz17_hh"	472					
472.0	1787.0	3	3	"Sole maize"	2.0	1	0.0	1		1		1		"1990-01-01"	0				0		0					1787	"APS_tz17_hh"	472					
472.0	1788.0	4	4	"Cassava"	1.0	1	0.0	2		1		1		"1990-01-01"	0				0		0					1788	"APS_tz17_hh"	472					
472.0	1789.0	5	5	"Grazing land"	3.0	1	0.0	3		3		1		"1990-01-01"	0				0		0					1789	"APS_tz17_hh"	472					
473.0	1790.0	1	1	"Focal plot"	1.5	1	0.0	1		1		1		"1976-01-01"	0				0		1	"2016-01-01"				1790	"APS_tz17_hh"	473					
473.0	1791.0	2	2	"Banana"	0.125	1	0.0	6		6		1		"1976-01-01"	0				0		0					1791	"APS_tz17_hh"	473					
473.0	1792.0	3	3	"Rented in"	0.5	1	4.0	1		1		4		"2016-01-01"	0				0		0					1792	"APS_tz17_hh"	473					
473.0	1793.0	4	4	"Grazed land"	0.5	1	0.0	3		3		1		"1976-01-01"	0				0		0					1793	"APS_tz17_hh"	473					
474.0	1794.0	1	1	"Home"	0.25	1	0.0	1		1		1		"1955-01-01"	0				0		0					1794	"APS_tz17_hh"	474					
475.0	1795.0	1	1	"Home"	0.25	1	0.0	1		1		1		"1959-01-01"	0				0		0					1795	"APS_tz17_hh"	475					
475.0	1796.0	2	2	"Home"	0.25	1	0.0	1		1		1		"1959-01-01"	0				0		0					1796	"APS_tz17_hh"	475					
476.0	1797.0	1	1	"\"Maize and sunflower, Kiwanda farm\""	1.0	1	0.0	1		1		1		"1977-01-01"	0				0		0					1797	"APS_tz17_hh"	476					
476.0	1798.0	2	2	"\"Millet and cowpeas, Kiwanda farms\""	0.5	1	0.0	1		1		1		"1977-01-01"	0				0		0					1798	"APS_tz17_hh"	476					
476.0	1799.0	3	3	"Pigeonpea  and Groundnut"	0.5	1	0.0	1		1		1		"1977-01-01"	0				0		0					1799	"APS_tz17_hh"	476					
477.0	1800.0	1	1	"\"Maize, beans, Pigeonpea and sunflower Kiwanda farm\""	1.0	1	0.0	1		1		1		"1998-01-01"	0				0		0					1800	"APS_tz17_hh"	477					
477.0	1801.0	2	2	"\"Maize Sunflower, Lego farm\""	0.25	1	4.0	1		2		6		"2017-01-01"	0				0		0					1801	"APS_tz17_hh"	477					
478.0	1802.0	1	1	"\"Sunflower and groundnut, Kiraeni farm\""	0.5	1	0.0	1		1		1		"1978-01-01"	0				0		0					1802	"APS_tz17_hh"	478					
478.0	1803.0	2	2	"\"Sunflower and beans, Kiraeni farm\""	0.5	1	0.0	1		1		1		"1978-01-01"	0				0		0					1803	"APS_tz17_hh"	478					
478.0	1804.0	3	3	"\"Maize, Kiraeni farm\""	0.5	1	0.0	1		1		1		"1978-01-01"	0				0		0					1804	"APS_tz17_hh"	478					
478.0	1805.0	4	4	"\"Maize, Mkuu farm\""	0.5	1	0.0	1		1		1		"1978-01-01"	0				0		0					1805	"APS_tz17_hh"	478					
479.0	1806.0	1	1	"\"Maize, Sunflower and Groundnut, Kiraeni farm\""	0.5	1	0.0	1		1		1		"1971-01-01"	0				0		0					1806	"APS_tz17_hh"	479					
479.0	1807.0	2	2	"\"Maize and beans, Kiraeni farm\""	0.25	1	0.0	1		1		1		"1971-01-01"	0				0		0					1807	"APS_tz17_hh"	479					
479.0	1808.0	3	3	"\"Groundnut, Talaha farm\""	0.25	1	1.5	1		1		6		"2002-01-01"	0				0		0					1808	"APS_tz17_hh"	479					
479.0	1809.0	4	4	"\"Groundnut, Mkuu  farm\""	0.25	1	2.5	1		1		6		"1998-01-01"	0				0		0					1809	"APS_tz17_hh"	479					
480.0	1810.0	1	1	"Nyumbani"	0.25	1	0.0	1		1		1		"1988-01-01"	0				0		0					1810	"APS_tz17_hh"	480					
480.0	1811.0	2	2	"Nyumbani"	0.5	1	0.0	1		1		1		"1988-01-01"	0				0		0					1811	"APS_tz17_hh"	480					
480.0	1812.0	3	3	"Masekina"	0.5	1	6.0	2		1		1		"2005-01-01"	0				0		0					1812	"APS_tz17_hh"	480					
481.0	1813.0	1	1	"Nyumbani"	1.0	1	0.0	1		1		1		"1946-01-01"	0				0		0					1813	"APS_tz17_hh"	481					
