hh_index	psc_index	sc1	sc2	sc3	scropped_flag	sc5	s_maxcrops	s_mincrops	sc6	rgrp5_count	psc_id	psc_uuid	psc_submission_time	psc_parent_table_name	psc_parent_index	psc_tags	psc_notes	psc_version	psc_duration	psc_submitted_by
285.0	1123	2	"Acha mcheso"	2	2									"APS_tz17_hh"	285					
285.0	1124	3	"Makasini"	3	2									"APS_tz17_hh"	285					
286.0	1125	1	"\"Maize, Sorghum Cowpeas and Pumking, Silaroda fam\""	1	2									"APS_tz17_hh"	286					
286.0	1126	2	"\"Maize Sunflower, Silaroda farm\""	2	2									"APS_tz17_hh"	286					
287.0	1127	1	"\"Maize, Beans, Pigeonpea and Sunflower, Silaroda Kati farm\""	1	2									"APS_tz17_hh"	287					
287.0	1128	2	"\"Maize, Beans and Sunflower, Silaroda Kati farm\""	2	2									"APS_tz17_hh"	287					
287.0	1129	3	"\"Maize, Beans, Pigeonpeam and Sunflower,  Ayagenda farm\""	3	2									"APS_tz17_hh"	287					
287.0	1130	4	"\"Maize, Beans, Sunflower and Pigeonpea, Ayamai farm\""	4	2									"APS_tz17_hh"	287					
287.0	1131	5	"\"Virgin Land for grazing, Dareda kati\""	5	3									"APS_tz17_hh"	287					
288.0	1132	1	"\"Maize, Sunflower,Sorghum and Green gram, Acha mchezo farm\""	1	2									"APS_tz17_hh"	288					
288.0	1133	2	"\"Groundnut, Mrijo farm\""	2	2									"APS_tz17_hh"	288					
288.0	1134	3	"\"Garden Banana, cowpeas, and amaranthus, Olobolot farm\""	3	6									"APS_tz17_hh"	288					
289.0	1135	1	"Maize Beans pigeon peas"	1	3									"APS_tz17_hh"	289					
289.0	1136	2	"Milimani"	2	3									"APS_tz17_hh"	289					
290.0	1137	1	"Maize Beans sunflower"	1	3									"APS_tz17_hh"	290					
290.0	1138	2	"Rented in"	2	99									"APS_tz17_hh"	290					
291.0	1139	1	"Ngorika"	1	2									"APS_tz17_hh"	291					
291.0	1140	2	"Ngongwai"	2	2									"APS_tz17_hh"	291					
292.0	1141	1	"Bondeni"	1	2									"APS_tz17_hh"	292					
293.0	1142	1	"Ngorika1"	1	2									"APS_tz17_hh"	293					
293.0	1143	2	"Ngorika2"	2	2									"APS_tz17_hh"	293					
293.0	1144	3	"Kaa chini"	3	2									"APS_tz17_hh"	293					
294.0	1145	1	"Ngorika"	1	2									"APS_tz17_hh"	294					
294.0	1146	2	"Ngorika"	2	2									"APS_tz17_hh"	294					
294.0	1147	3	"Ngorika"	3	2									"APS_tz17_hh"	294					
295.0	1148	1	"Ngorika"	1	2									"APS_tz17_hh"	295					
295.0	1149	2	"Nyumbani"	2	2									"APS_tz17_hh"	295					
295.0	1150	3	"Karibu na nyumbani"	3	2									"APS_tz17_hh"	295					
295.0	1151	4	"Ngorika 2"	4	2									"APS_tz17_hh"	295					
296.0	1152	1	"Maguruwe"	1	2									"APS_tz17_hh"	296					
296.0	1153	2	"Shuleni"	2	2									"APS_tz17_hh"	296					
297.0	1154	1	"Ngoliga"	1	2									"APS_tz17_hh"	297					
297.0	1155	2	"Fallow "	2	2									"APS_tz17_hh"	297					
298.0	1156	1	"Maize"	1	3									"APS_tz17_hh"	298					
298.0	1157	2	"Bustani"	2	3									"APS_tz17_hh"	298					
299.0	1158	1	"Maize"	1	3									"APS_tz17_hh"	299					
299.0	1159	2	"Silaloda kati"	2	3									"APS_tz17_hh"	299					
300.0	1160	1	"Shamba la chamchezo"	1	3									"APS_tz17_hh"	300					
301.0	1161	1	"Maize"	1	3									"APS_tz17_hh"	301					
302.0	1162	1	"Acha mchezo"	1	3									"APS_tz17_hh"	302					
302.0	1163	2	"Rented out"	2	3									"APS_tz17_hh"	302					
303.0	1164	1	"Maize Sunflower"	1	3									"APS_tz17_hh"	303					
304.0	1165	1	"Home"	1	2									"APS_tz17_hh"	304					
304.0	1166	2	"Chini"	2	2									"APS_tz17_hh"	304					
304.0	1167	3	"Zulu"	3	2									"APS_tz17_hh"	304					
304.0	1168	4	"Zulu"	4	2									"APS_tz17_hh"	304					
304.0	1169	5	"Zulu"	5	2									"APS_tz17_hh"	304					
305.0	1170	1	"Lwanyanga"	1	3									"APS_tz17_hh"	305					
305.0	1171	2	"Muvalasanyi"	2	3									"APS_tz17_hh"	305					
305.0	1172	3	"Home"	3	2									"APS_tz17_hh"	305					
305.0	1173	4	"Isemali"	4	2									"APS_tz17_hh"	305					
306.0	1174	1	"Utona"	1	3									"APS_tz17_hh"	306					
306.0	1175	2	"Mvalasani"	2	3									"APS_tz17_hh"	306					
306.0	1176	3	"Uhanyi"	3	3									"APS_tz17_hh"	306					
306.0	1177	4	"Kimilazira"	4	3									"APS_tz17_hh"	306					
307.0	1178	1	"Nyumbani A"	1	3									"APS_tz17_hh"	307					
307.0	1179	2	"Nyumbani B"	2	3									"APS_tz17_hh"	307					
307.0	1180	3	"Vitindi"	3	3									"APS_tz17_hh"	307					
308.0	1181	1	"Utewele potatoes"	1	2									"APS_tz17_hh"	308					
308.0	1182	2	"Utewele maize"	2	2									"APS_tz17_hh"	308					
308.0	1183	3	"Itako potatoes"	3	2									"APS_tz17_hh"	308					
308.0	1184	4	"Itako maize"	4	2									"APS_tz17_hh"	308					
308.0	1185	5	"Kipasa pines"	5	7									"APS_tz17_hh"	308					
309.0	1186	1	"Lusai wheat"	1	2									"APS_tz17_hh"	309					
309.0	1187	2	"Lusai maize"	2	2									"APS_tz17_hh"	309					
309.0	1188	3	"Lusai fallow"	3	2									"APS_tz17_hh"	309					
309.0	1189	4	"Nyumbani maize"	4	2									"APS_tz17_hh"	309					
309.0	1190	5	"Nyumbani IP"	5	2									"APS_tz17_hh"	309					
309.0	1191	6	"Sahala"	6	2									"APS_tz17_hh"	309					
309.0	1192	7	"Ngelengele"	7	7									"APS_tz17_hh"	309					
310.0	1193	1	"\"Wheat, Magema farm\""	1	2									"APS_tz17_hh"	310					
310.0	1194	2	"\"Maize Sunflower, Utelewe  farm\""	2	2									"APS_tz17_hh"	310					
310.0	1195	3	"Maize Sunflower"	3	2									"APS_tz17_hh"	310					
310.0	1196	4	"\"Wheat, Ihelelo farm\""	4	2									"APS_tz17_hh"	310					
310.0	1197	5	"\"Beans, Ihelelo farm\""	5	2									"APS_tz17_hh"	310					
311.0	1198	1	"\"Irish Potato, Magema farm\""	1	2									"APS_tz17_hh"	311					
311.0	1199	2	"\"Maize, Utewele farm\""	2	2									"APS_tz17_hh"	311					
311.0	1200	3	"\"Maize, Magema farm\""	3	2									"APS_tz17_hh"	311					
311.0	1201	4	"\"Beans, Ihelelo farm\""	4	2									"APS_tz17_hh"	311					
311.0	1202	5	"\"Wheat, Ihelelo farm\""	5	2									"APS_tz17_hh"	311					
312.0	1203	1	"Focal  plot"	1	3									"APS_tz17_hh"	312					
312.0	1204	2	"Bondeni"	2	1	0	2	1	1	1				"APS_tz17_hh"	312					
312.0	1205	3	"Wood lot"	3	1	0	2	1	1	1				"APS_tz17_hh"	312					
312.0	1206	4	"wheat"	4	3									"APS_tz17_hh"	312					
313.0	1207	1	"Maize"	1	3									"APS_tz17_hh"	313					
313.0	1208	2	"Shamba la miti"	2	7									"APS_tz17_hh"	313					
313.0	1209	3	"Wheat"	3	2									"APS_tz17_hh"	313					
313.0	1210	4	"Shamba la ng'ambo"	4	7									"APS_tz17_hh"	313					
313.0	1211	5	"Bustani"	5	6									"APS_tz17_hh"	313					
314.0	1212	1	"Magema"	1	2									"APS_tz17_hh"	314					
314.0	1213	2	"Homestead"	2	3									"APS_tz17_hh"	314					
314.0	1214	3	"Kinenuo"	3	1	0	2	1	1	1				"APS_tz17_hh"	314					
314.0	1215	4	"Magema"	4	3									"APS_tz17_hh"	314					
314.0	1216	5	"Ungelenge"	5	1	0	2	1	1	1				"APS_tz17_hh"	314					
314.0	1217	6	"Wheat"	6	2									"APS_tz17_hh"	314					
314.0	1218	7	"Kinyunguni"	7	2									"APS_tz17_hh"	314					
315.0	1219	1	"Maize"	1	2									"APS_tz17_hh"	315					
315.0	1220	2	"Wheat"	2	2									"APS_tz17_hh"	315					
315.0	1221	3	"Maize"	3	2									"APS_tz17_hh"	315					
315.0	1222	4	"Shamba la nyumbani"	4	2									"APS_tz17_hh"	315					
316.0	1223	1	"Bondeni"	1	2									"APS_tz17_hh"	316					
316.0	1224	2	"Juu"	2	2									"APS_tz17_hh"	316					
317.0	1225	1	"Lyanyanga"	1	2									"APS_tz17_hh"	317					
317.0	1226	2	"Mahindi"	2	2									"APS_tz17_hh"	317					
317.0	1227	3	"Mahindi"	3	2									"APS_tz17_hh"	317					
317.0	1228	4	"Nyumbani"	4	2									"APS_tz17_hh"	317					
317.0	1229	5	"Mahindi"	5	2									"APS_tz17_hh"	317					
317.0	1230	6	"Viazi"	6	2									"APS_tz17_hh"	317					
317.0	1231	7	"Rented"	7	2									"APS_tz17_hh"	317					
317.0	1232	8	"Rented"	8	2									"APS_tz17_hh"	317					
318.0	1233	1	"Nyumbani"	1	2									"APS_tz17_hh"	318					
318.0	1234	2	"Bondeni"	2	2									"APS_tz17_hh"	318					
318.0	1235	3	"Mlimani"	3	2									"APS_tz17_hh"	318					
319.0	1236	1	"Mahindi"	1	2									"APS_tz17_hh"	319					
319.0	1237	2	"Pine"	2	7									"APS_tz17_hh"	319					
319.0	1238	3	"Mahindi"	3	2									"APS_tz17_hh"	319					
319.0	1239	4	"Viazi"	4	2									"APS_tz17_hh"	319					
320.0	1240	1	"Nyumbani"	1	2									"APS_tz17_hh"	320					
320.0	1241	2	"Mtunduruni"	2	2									"APS_tz17_hh"	320					
320.0	1242	3	"Mahindi"	3	1	0	2	1	1	1				"APS_tz17_hh"	320					
320.0	1243	4	"Mhango"	4	2									"APS_tz17_hh"	320					
320.0	1244	5	"Mhango 2"	5	2									"APS_tz17_hh"	320					
321.0	1245	1	"Nyumbani"	1	2									"APS_tz17_hh"	321					
321.0	1246	2	"Bondeni1"	2	2									"APS_tz17_hh"	321					
321.0	1247	3	"Bondeni2"	3	2									"APS_tz17_hh"	321					
322.0	1248	1	"Usita"	1	2									"APS_tz17_hh"	322					
322.0	1249	2	"Kitichi"	2	2									"APS_tz17_hh"	322					
322.0	1250	3	"Kitichi"	3	2									"APS_tz17_hh"	322					
322.0	1251	4	"Usita"	4	2									"APS_tz17_hh"	322					
322.0	1252	5	"Kitichi"	5	7									"APS_tz17_hh"	322					
323.0	1253	1	"Kitichi"	1	2									"APS_tz17_hh"	323					
323.0	1254	2	"Marengo mapya"	2	1	0	2	1	1	1				"APS_tz17_hh"	323					
323.0	1255	3	"Malamba"	3	2									"APS_tz17_hh"	323					
323.0	1256	4	"Malamba"	4	1	0	2	1	1	1				"APS_tz17_hh"	323					
324.0	1257	1	"Nyumbani 1"	1	2									"APS_tz17_hh"	324					
324.0	1258	2	"Kitichi 1"	2	2									"APS_tz17_hh"	324					
324.0	1259	3	"Ulonge"	3	2									"APS_tz17_hh"	324					
324.0	1260	4	"Tree"	4	7									"APS_tz17_hh"	324					
324.0	1261	5	"Hisa"	5	2									"APS_tz17_hh"	324					
324.0	1262	6	"Nyumbani"	6	2									"APS_tz17_hh"	324					
324.0	1263	7	"Kitichi 2"	7	2									"APS_tz17_hh"	324					
325.0	1264	1	"Nyumbani 1"	1	2									"APS_tz17_hh"	325					
325.0	1265	2	"Begakwabega"	2	2									"APS_tz17_hh"	325					
325.0	1266	3	"Iganga"	3	1	1	11	2	3	3				"APS_tz17_hh"	325					
325.0	1267	4	"Ititaf"	4	2									"APS_tz17_hh"	325					
325.0	1268	5	"Lambalamba"	5	1	1	11	2	3	3				"APS_tz17_hh"	325					
325.0	1269	6	"Njomlole 2"	6	2									"APS_tz17_hh"	325					
325.0	1270	7	"Njomlole"	7	2									"APS_tz17_hh"	325					
325.0	1271	8	"Mhango"	8	2									"APS_tz17_hh"	325					
325.0	1272	9	"Mhango 2"	9	2									"APS_tz17_hh"	325					
325.0	1273	10	"Ekano"	10	2									"APS_tz17_hh"	325					
325.0	1274	11	"Ulonge"	11	2									"APS_tz17_hh"	325					
326.0	1275	1	"Nyumbani"	1	1	0	2	1	1	1				"APS_tz17_hh"	326					
326.0	1276	2	"Ititafu"	2	1	1	11	2	2	2				"APS_tz17_hh"	326					
326.0	1277	3	"Ititafu 1"	3	7									"APS_tz17_hh"	326					
327.0	1278	1	"Ijengidala"	1	4									"APS_tz17_hh"	327					
327.0	1279	2	"Kitichi"	2	1	0	2	1	1	1				"APS_tz17_hh"	327					
327.0	1280	3	"Kitichi 1"	3	1	0	2	1	1	1				"APS_tz17_hh"	327					
327.0	1281	4	"Nyumbani"	4	1	0	2	1	1	1				"APS_tz17_hh"	327					
327.0	1282	5	"Nyumbani 1"	5	1	0	2	1	1	1				"APS_tz17_hh"	327					
328.0	1283	1	"\"Maize, Magoda farm\""	1	2									"APS_tz17_hh"	328					
328.0	1284	2	"\"Irish Potatoes, Lunyanywa  farm\""	2	2									"APS_tz17_hh"	328					
328.0	1285	3	"\"Maize, Lunyanywa farm\""	3	2									"APS_tz17_hh"	328					
328.0	1286	4	"\"Trees  Wood lot , Lunyanywa farm\""	4	7									"APS_tz17_hh"	328					
329.0	1287	1	"\"Maize, Magoda farm\""	1	2									"APS_tz17_hh"	329					
329.0	1288	2	"\"Beans, Nyenga farm\""	2	2									"APS_tz17_hh"	329					
329.0	1289	3	"\"Woodlot, Nyenga farm\""	3	7									"APS_tz17_hh"	329					
330.0	1290	1	"homestead"	1	2									"APS_tz17_hh"	330					
330.0	1291	2	"Borrowed out"	2	2									"APS_tz17_hh"	330					
330.0	1292	3	"Magoda B"	3	2									"APS_tz17_hh"	330					
330.0	1293	4	"Magoda C"	4	7									"APS_tz17_hh"	330					
330.0	1294	5	"Magoda C Maize"	5	2									"APS_tz17_hh"	330					
330.0	1295	6	"Wood lot"	6	7									"APS_tz17_hh"	330					
330.0	1296	7	"Homestead Irish potato"	7	2									"APS_tz17_hh"	330					
330.0	1297	8	"Irish potato"	8	2									"APS_tz17_hh"	330					
331.0	1298	1	"Focal Plot"	1	2									"APS_tz17_hh"	331					
331.0	1299	2	"Maize avocado"	2	2									"APS_tz17_hh"	331					
331.0	1300	3	"Garden"	3	6									"APS_tz17_hh"	331					
331.0	1301	4	"kwa madanga"	4	99									"APS_tz17_hh"	331					
331.0	1302	5	"wheat"	5	99									"APS_tz17_hh"	331					
332.0	1303	1	"Nyumbani maize"	1	2									"APS_tz17_hh"	332					
332.0	1304	2	"Nyumbani IP"	2	2									"APS_tz17_hh"	332					
332.0	1305	3	"Lunyanywi"	3	2									"APS_tz17_hh"	332					
333.0	1306	1	"Nyumbani maize&IP"	1	2									"APS_tz17_hh"	333					
333.0	1307	2	"Nyumbani Garden"	2	6									"APS_tz17_hh"	333					
333.0	1308			3										"APS_tz17_hh"	333					
334.0	1309	1	"Maize"	1	3									"APS_tz17_hh"	334					
334.0	1310	2	"Viazi"	2	2									"APS_tz17_hh"	334					
334.0	1311	3	"Shamba la Lunyanyo"	3	2									"APS_tz17_hh"	334					
335.0	1312	1	"Lunyanyu"	1	3									"APS_tz17_hh"	335					
335.0	1313	2	"Ludewa"	2	2									"APS_tz17_hh"	335					
336.0	1314	1	"Nyumbani"	1	2									"APS_tz17_hh"	336					
336.0	1315	2	"Bondeni"	2	2									"APS_tz17_hh"	336					
337.0	1316	1	"Barabarani"	1	2									"APS_tz17_hh"	337					
337.0	1317	2	"Home"	2	2									"APS_tz17_hh"	337					
337.0	1318	3	"Mtoni"	3	2									"APS_tz17_hh"	337					
338.0	1319	1	"Nyumbani"	1	2									"APS_tz17_hh"	338					
338.0	1320	2	"Bondeni"	2	2									"APS_tz17_hh"	338					
339.0	1321	1	"Nyumbani"	1	3									"APS_tz17_hh"	339					
339.0	1322	2	"Mtoni A"	2	3									"APS_tz17_hh"	339					
339.0	1323	3	"Mtoni B"	3	3									"APS_tz17_hh"	339					
340.0	1324	1	"Mtoni"	1	2									"APS_tz17_hh"	340					
340.0	1325	2	"Mtoni"	2	2									"APS_tz17_hh"	340					
340.0	1326	3	"Mtoni juu"	3	2									"APS_tz17_hh"	340					
340.0	1327	4	"Mtoni juu"	4	2									"APS_tz17_hh"	340					
341.0	1328	1	"Nyumbani1"	1	1	0	2	1	1	1				"APS_tz17_hh"	341					
341.0	1329	2	"Nyumbani 2"	2	2									"APS_tz17_hh"	341					
341.0	1330	3	"Ulembwe1"	3	2									"APS_tz17_hh"	341					
341.0	1331	4	"Ulembwe2"	4	2									"APS_tz17_hh"	341					
341.0	1332	5	"Ulembwe3"	5	2									"APS_tz17_hh"	341					
342.0	1333	1	"Nyumbani"	1	2									"APS_tz17_hh"	342					
342.0	1334	2	"Bondeni"	2	1	0	2	1	1	1				"APS_tz17_hh"	342					
342.0	1335	3	"Bustani"	3	1	1	11	2	2	2				"APS_tz17_hh"	342					
343.0	1336	1	"Nyumbani"	1	2									"APS_tz17_hh"	343					
343.0	1337	2	"Bonde"	2	3									"APS_tz17_hh"	343					
344.0	1338	1	"Bondeni"	1	1	1	11	2	2	2				"APS_tz17_hh"	344					
344.0	1339	2	"Kwagaluhenge"	2	1	1	11	2	2	2				"APS_tz17_hh"	344					
344.0	1340	3	"Magereza"	3	1	0	2	1	1	1				"APS_tz17_hh"	344					
344.0	1341	4	"Bondeni"	4	1	1	11	2	2	2				"APS_tz17_hh"	344					
345.0	1342	1	"Field peas"	1	2									"APS_tz17_hh"	345					
345.0	1343	2	"Fallow"	2	1	0	2	1	1	1				"APS_tz17_hh"	345					
345.0	1344	3	"Sole maize"	3	1	0	2	1	1	1				"APS_tz17_hh"	345					
345.0	1345	4	"Irish potato"	4	99									"APS_tz17_hh"	345					
346.0	1346	1	"Focal plot"	1	1	0	2	1	1	1				"APS_tz17_hh"	346					
346.0	1347	2	"Homestead"	2	2									"APS_tz17_hh"	346					
346.0	1348	3	"Irish Potato 1"	3	2									"APS_tz17_hh"	346					
346.0	1349	4	"Woodlot"	4	7									"APS_tz17_hh"	346					
346.0	1350	5	"Potato and field peas"	5	2									"APS_tz17_hh"	346					
346.0	1351	6	"Maize sunflower"	6	99									"APS_tz17_hh"	346					
346.0	1352	7	"Maize"	7	1	0	2	1	1	1				"APS_tz17_hh"	346					
346.0	1353	8	"Fallow"	8	1	0	2	1	1	1				"APS_tz17_hh"	346					
346.0	1354	9	"Irish Potato"	9	2									"APS_tz17_hh"	346					
346.0	1355	10	"Fallow 2"	10	2									"APS_tz17_hh"	346					
347.0	1356	1	"Nyumbani"	1	2									"APS_tz17_hh"	347					
347.0	1357	2	"Mlimani"	2	2									"APS_tz17_hh"	347					
347.0	1358	3	"Tree forest"	3	7									"APS_tz17_hh"	347					
348.0	1359	1	"Palyandembwe"	1	2									"APS_tz17_hh"	348					
348.0	1360	2	"Palyandembwe"	2	7									"APS_tz17_hh"	348					
348.0	1361	3	"Lifungulu"	3	2									"APS_tz17_hh"	348					
348.0	1362	4	"Lifungulu"	4	2									"APS_tz17_hh"	348					
349.0	1363	1	"Nyumbani"	1	3									"APS_tz17_hh"	349					
349.0	1364	2	"Iselela a"	2	5									"APS_tz17_hh"	349					
349.0	1365	3	"Mahanzi"	3	2									"APS_tz17_hh"	349					
349.0	1366	4	"Iselela B"	4	5									"APS_tz17_hh"	349					
350.0	1367	1	"Bondeni A"	1	2									"APS_tz17_hh"	350					
350.0	1368	2	"Bondeni B"	2	2									"APS_tz17_hh"	350					
350.0	1369	3	"Mahanzi"	3	2									"APS_tz17_hh"	350					
350.0	1370	4	"Lifunguru"	4	3									"APS_tz17_hh"	350					
350.0	1371	5	"Mezese������ A"	5	4									"APS_tz17_hh"	350					
350.0	1372	6	"Mazese B"	6	4									"APS_tz17_hh"	350					
351.0	1373	1	"Mahindi"	1	2									"APS_tz17_hh"	351					
351.0	1374	2	"Njegere"	2	2									"APS_tz17_hh"	351					
351.0	1375	3	"Ngano"	3	2									"APS_tz17_hh"	351					
352.0	1376	1	"Nyumbani"	1	2									"APS_tz17_hh"	352					
352.0	1377	2	"Kiherero1"	2	2									"APS_tz17_hh"	352					
352.0	1378	3	"Kiherero2"	3	2									"APS_tz17_hh"	352					
352.0	1379	4	"Kiherero3"	4	7									"APS_tz17_hh"	352					
353.0	1380	1	"Madilu "	1	2									"APS_tz17_hh"	353					
353.0	1381	2	"Madilu 1"	2	7									"APS_tz17_hh"	353					
353.0	1382	3	"Manzese"	3	2									"APS_tz17_hh"	353					
354.0	1383	1	"Bondeni"	1	2									"APS_tz17_hh"	354					
354.0	1384	2	"Ilondoche"	2	2									"APS_tz17_hh"	354					
355.0	1385	1	"Njegere"	1	2									"APS_tz17_hh"	355					
355.0	1386	2	"Pine"	2	7									"APS_tz17_hh"	355					
355.0	1387	3	"Mahindi"	3	2									"APS_tz17_hh"	355					
355.0	1388	4	"Njegere2"	4	2									"APS_tz17_hh"	355					
356.0	1389	1	"\"Irish Potatoes, Mangalanyene  farm\""	1	2									"APS_tz17_hh"	356					
356.0	1390	2	"\"Maize, Mangalanyene farm\""	2	2									"APS_tz17_hh"	356					
356.0	1391	3	"\"Fallow, Mangalanyene farm\""	3	2									"APS_tz17_hh"	356					
356.0	1392	4	"\"Field Peas, Mangalanyene farm\""	4	2									"APS_tz17_hh"	356					
356.0	1393	5	"\"Wheat, Ligelango farm\""	5	2									"APS_tz17_hh"	356					
356.0	1394	6	"\"Fallow, Ligelango farm\""	6	2									"APS_tz17_hh"	356					
356.0	1395	7	"\"Maize, Ligelango farm\""	7	2									"APS_tz17_hh"	356					
356.0	1396	8	"Maize Ligelango farm"	8	2									"APS_tz17_hh"	356					
357.0	1397	1	"Ligalango wheat 1"	1	2									"APS_tz17_hh"	357					
357.0	1398	2	"Ligalango maize"	2	2									"APS_tz17_hh"	357					
357.0	1399	3	"Ligalango wheat 2"	3	2									"APS_tz17_hh"	357					
357.0	1400	4	"Ligalango fallow"	4	2									"APS_tz17_hh"	357					
357.0	1401	5	"Ligalango pines"	5	7									"APS_tz17_hh"	357					
357.0	1402	6	"Madope"	6	2									"APS_tz17_hh"	357					
358.0	1403	1	"\"Wheat, Ligelango farm\""	1	2									"APS_tz17_hh"	358					
358.0	1404	2	"\"Maize, Mangalanyene farm\""	2	2									"APS_tz17_hh"	358					
358.0	1405	3	"\"Irish Potatoes, Mangalanyene farm\""	3	2									"APS_tz17_hh"	358					
359.0	1406	1	"Mlimani"	1	2									"APS_tz17_hh"	359					
359.0	1407	2	"2"	2	2									"APS_tz17_hh"	359					
359.0	1408	3	"Lusasa"	3	2									"APS_tz17_hh"	359					
359.0	1409	4	"Lusasa"	4	2									"APS_tz17_hh"	359					
360.0	1410	1	"Mlevel"	1	2									"APS_tz17_hh"	360					
360.0	1411	2	"Makwava"	2	2									"APS_tz17_hh"	360					
360.0	1412	3	"Madongo"	3	2									"APS_tz17_hh"	360					
360.0	1413	4	"Madongo"	4	2									"APS_tz17_hh"	360					
360.0	1414	5	"Nyumbani"	5	2									"APS_tz17_hh"	360					
361.0	1415	1	"Nyumbani 1"	1	1	1	11	2	3	3				"APS_tz17_hh"	361					
361.0	1416	2	"Nyumbani 2"	2	2									"APS_tz17_hh"	361					
361.0	1417	3	"Igoma 3"	3	2									"APS_tz17_hh"	361					
361.0	1418	4	"Igoma"	4	2									"APS_tz17_hh"	361					
361.0	1419	5	"Igoma 2"	5	2									"APS_tz17_hh"	361					
362.0	1420	1	"Bustani Vinyunguni"	1	1	0	2	1	1	1				"APS_tz17_hh"	362					
362.0	1421	2	"Rented"	2	4									"APS_tz17_hh"	362					
362.0	1422	3	"Woodlot"	3	7									"APS_tz17_hh"	362					
362.0	1423	4	"Mlenzi"	4	2									"APS_tz17_hh"	362					
362.0	1424	5	"Mlenzi 2"	5	2									"APS_tz17_hh"	362					
362.0	1425	6	"Shule ya msingi Nundu"	6	2									"APS_tz17_hh"	362					
362.0	1426	7	"Fallow"	7	2									"APS_tz17_hh"	362					
362.0	1427	8	"Fallow"	8	2									"APS_tz17_hh"	362					
362.0	1428	9	"Kilenzi"	9	2									"APS_tz17_hh"	362					
362.0	1429	10	"Woodlot"	10	7									"APS_tz17_hh"	362					
362.0	1430	11	"Anglikana"	11	1	0	2	1	1	1				"APS_tz17_hh"	362					
363.0	1431	1	"Mtoni1"	1	1	0	2	1	1	1				"APS_tz17_hh"	363					
363.0	1432	2	"Mtoni2"	2	2									"APS_tz17_hh"	363					
363.0	1433	3	"Mlimani1"	3	2									"APS_tz17_hh"	363					
363.0	1434	4	"Mlimani2"	4	1	0	2	1	1	1				"APS_tz17_hh"	363					
363.0	1435	5	"Mtoni3"	5	6									"APS_tz17_hh"	363					
364.0	1436	1	"Nyumbani a"	1	2									"APS_tz17_hh"	364					
364.0	1437	2	"Nyumbani b"	2	2									"APS_tz17_hh"	364					
364.0	1438	3	"Nyumbani c"	3	2									"APS_tz17_hh"	364					
364.0	1439	4	"Songanyi"	4	2									"APS_tz17_hh"	364					
365.0	1440	1	"Nyumbani"	1	2									"APS_tz17_hh"	365					
365.0	1441	2	"Nyumbani"	2	2									"APS_tz17_hh"	365					
365.0	1442	3	"Chini"	3	2									"APS_tz17_hh"	365					
365.0	1443	4	"Bondeni"	4	2									"APS_tz17_hh"	365					
366.0	1444	1	"Beans 1"	1	2									"APS_tz17_hh"	366					
366.0	1445	2	"Beans 2"	2	2									"APS_tz17_hh"	366					
366.0	1446	3	"Maize home"	3	2									"APS_tz17_hh"	366					
366.0	1447	4	"Beans 3"	4	2									"APS_tz17_hh"	366					
366.0	1448	5	"Kundwila"	5	2									"APS_tz17_hh"	366					
366.0	1449	6	"Cofee"	6	1	0	2	1	1	1				"APS_tz17_hh"	366					
366.0	1450	7	"Maize Isuto"	7	2									"APS_tz17_hh"	366					
366.0	1451	8	"Maize cofee"	8	1	0	2	1	1	1				"APS_tz17_hh"	366					
367.0	1452	1	"Bondeni1"	1	2									"APS_tz17_hh"	367					
367.0	1453	2	"Bondeni 2"	2	2									"APS_tz17_hh"	367					
367.0	1454	3	"Isyonganya"	3	2									"APS_tz17_hh"	367					
367.0	1455	4	"Nyumbani"	4	2									"APS_tz17_hh"	367					
367.0	1456			5										"APS_tz17_hh"	367					
368.0	1457	1	"Itimbwa"	1	1	0	2	1	1	1				"APS_tz17_hh"	368					
368.0	1458	2	"Itimbwa 1"	2	99									"APS_tz17_hh"	368					
368.0	1459	3	"Itimbwa 2"	3	1	0	2	1	1	1				"APS_tz17_hh"	368					
368.0	1460	4	"Itimbwa 3"	4	1	0	2	1	1	1				"APS_tz17_hh"	368					
368.0	1461	5	"Matundu"	5	7									"APS_tz17_hh"	368					
369.0	1462	1	"Mtoni"	1	2									"APS_tz17_hh"	369					
369.0	1463	2	"Nyumbani"	2	2									"APS_tz17_hh"	369					
369.0	1464	3	"Karibu na mtoni"	3	99									"APS_tz17_hh"	369					
369.0	1465	4	"Karibu na mtoni 1"	4	2									"APS_tz17_hh"	369					
369.0	1466	5	"Nyumbani 1"	5	2									"APS_tz17_hh"	369					
370.0	1467	1	"Nyumbani"	1	1	0	2	1	1	1				"APS_tz17_hh"	370					
370.0	1468	2	"Nyumbani 1"	2	2									"APS_tz17_hh"	370					
370.0	1469	3	"Nyumbani 1"	3	2									"APS_tz17_hh"	370					
370.0	1470	4	"Pembezoni"	4	99									"APS_tz17_hh"	370					
370.0	1471	5	"Nyumbani 3"	5	99									"APS_tz17_hh"	370					
371.0	1472	1	"Nyumbani"	1	2									"APS_tz17_hh"	371					
371.0	1473	2	"Nyumbani"	2	2									"APS_tz17_hh"	371					
371.0	1474	3	"Mkunga"	3	2									"APS_tz17_hh"	371					
371.0	1475	4	"Mkunga"	4	2									"APS_tz17_hh"	371					
371.0	1476	5	"Ipula"	5	2									"APS_tz17_hh"	371					
